year,day,month,time,measurable,tail_length,fork_length,mass,prey,prey_sex,prey_maturity,bite,digestion,band,yday,bridled
2002,8,8,14:00-17:00,whole ,155,NA,21,capelin,female,gravid,FA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,156,NA,13,capelin,female,spent,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,152,NA,17.5,capelin,female,gravid,BA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,142,NA,14,capelin,female,gravid,BB,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,133,NA,9.5,capelin,female,spent,BA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,154,NA,20,capelin,female,gravid,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,149,NA,16,capelin,female,spent,BB,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,149,NA,15.5,capelin,female,gravid,BB,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,157,NA,20.5,capelin,female,gravid,BB,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,NA,NA,16.5,capelin,male,unknown,BA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,130,NA,12.5,capelin,female,gravid,FA,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,145,NA,11,capelin,female,spent,BA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,136,NA,13,capelin,female,gravid,BA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,124,NA,6.5,capelin,female,spent,BB,headless,NA,220,
2002,8,8,14:00-17:00,whole ,121,NA,8,capelin,female,gravid,BA,headless,NA,220,
2002,8,8,14:00-17:00,partial,NA,NA,3.5,capelin,female,unknown,NA,NA,NA,220,
2002,8,8,14:00-17:00,partial,NA,NA,7,capelin,female,gravid,NA,NA,NA,220,
2002,8,8,14:00-17:00,whole ,136,NA,13.5,capelin,female,gravid,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,128,NA,10,capelin,female,spent,NA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,163,NA,17,capelin,female,spent,FA,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,150,NA,9.5,capelin,female,spent,BB,headless,NA,220,
2002,8,8,14:00-17:00,whole ,136,NA,10.5,capelin,female,gravid,FA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,151,NA,13,capelin,female,spent,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,146,NA,15.5,capelin,female,gravid,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,164,NA,16.5,capelin,female,spent,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,125,NA,9,capelin,female,gravid,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,138,NA,13.5,capelin,female,gravid,BA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,140,NA,13.5,capelin,female,gravid,FA,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,133,NA,11.5,capelin,female,gravid,BA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,130,NA,12.5,capelin,female,gravid,BA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,132,NA,11.5,capelin,female,gravid,BA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,135,NA,11,capelin,female,gravid,FA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,140,NA,11.5,capelin,female,gravid,FA,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,162,NA,19,capelin,female,spent,BA,eyeless,NA,220,
2002,8,8,14:00-17:00,whole ,132,NA,14,capelin,female,gravid,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,163,NA,17,capelin,female,spent,BB,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,133,NA,9,capelin,female,gravid,BA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,139,NA,13,capelin,female,gravid,FA,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,157,NA,16.5,capelin,female,spent,BA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,NA,NA,12,capelin,female,spent,FA,headless,NA,220,
2002,8,8,14:00-17:00,whole ,145,NA,16,capelin,female,gravid,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,143,NA,15.5,capelin,male,unknown,BA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,120,NA,8,capelin,female,gravid,BA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,140,NA,14,capelin,female,gravid,FA,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,160,NA,19.5,capelin,female,spent,BB,fresh,NA,220,
2002,8,8,14:00-17:00,whole ,148,NA,17.5,capelin,female,gravid,BA,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,153,NA,13.5,capelin,female,spent,FA,snoutless,NA,220,
2002,8,8,14:00-17:00,whole ,149,NA,15,capelin,female,gravid,FA,headless,NA,220,
2002,7,8,14:40-16:00,whole ,147,NA,14,capelin,male,unknown,BA,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,139,NA,9,capelin,female,spent,FB,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,165,NA,23,capelin,male,unknown,FA,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,162,NA,21.5,capelin,female,gravid,BB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,158,NA,15,capelin,female,gravid,FA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,NA,NA,16,capelin,female,spent,BB,headless,NA,219,
2002,7,8,14:40-16:00,whole ,144,NA,15.5,capelin,female,gravid,BA,headless,NA,219,
2002,7,8,14:40-16:00,whole ,143,NA,11,capelin,female,spent,FA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,130,NA,9,capelin,female,spent,BB,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,142,NA,9.5,capelin,female,spent,BB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,142,NA,15.5,capelin,female,gravid,FB,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,139,NA,14,capelin,female,gravid,BA,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,130,NA,9,capelin,female,gravid,BB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,125,NA,8,capelin,female,gravid,BA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,139,NA,7.5,capelin,female,spent,BB,headless,NA,219,
2002,7,8,14:40-16:00,whole ,129,NA,7.5,capelin,female,gravid,FA,headless,NA,219,
2002,7,8,14:40-16:00,whole ,150,NA,10.5,capelin,female,spent,FA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,153,NA,10,capelin,female,spent,BB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,130,NA,10,capelin,female,spent,BB,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,140,NA,12.5,capelin,female,gravid,FA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,166,NA,16,capelin,female,spent,BB,headless,NA,219,
2002,7,8,14:40-16:00,whole ,146,NA,13.5,capelin,female,gravid,FB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,150,NA,9.5,capelin,female,spent,BB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,158,NA,14,capelin,female,spent,BB,headless,NA,219,
2002,7,8,14:40-16:00,whole ,138,NA,13,capelin,female,gravid,BB,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,158,NA,13,capelin,female,gravid,BB,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,NA,NA,9,capelin,female,gravid,FB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,162,NA,18,capelin,female,gravid,BA,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,147,NA,11.5,capelin,female,spent,FA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,130,NA,9,capelin,female,gravid,FA,headless,NA,219,
2002,7,8,14:40-16:00,partial,NA,NA,5,capelin,female,gravid,BA,NA,NA,219,
2002,7,8,14:40-16:00,partial,NA,NA,9,capelin,female,gravid,BB,NA,NA,219,
2002,7,8,14:40-16:00,whole ,152,NA,13.5,capelin,female,spent,BB,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,132,NA,11,capelin,female,gravid,BB,headless,NA,219,
2002,7,8,14:40-16:00,whole ,138,NA,10,capelin,female,gravid,BA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,152,NA,14,capelin,female,spent,BA,headless,NA,219,
2002,7,8,14:40-16:00,whole ,140,NA,13,capelin,female,spent,BA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,136,NA,10,capelin,female,gravid,BA,headless,NA,219,
2002,7,8,14:40-16:00,whole ,145,NA,10,capelin,female,gravid,BB,headless,NA,219,
2002,7,8,14:40-16:00,whole ,142,NA,9.5,capelin,female,spent,FB,headless,NA,219,
2002,7,8,14:40-16:00,whole ,162,NA,15,capelin,female,spent,FA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,139,NA,11,capelin,female,gravid,BA,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,140,NA,10,capelin,female,gravid,BA,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,133,NA,9.5,capelin,female,gravid,BB,snoutless,NA,219,
2002,7,8,14:40-16:00,whole ,152,NA,12,capelin,female,spent,BA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,161,NA,13.5,capelin,female,spent,BA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,139,NA,10.5,capelin,female,gravid,BA,headless,NA,219,
2002,7,8,14:40-16:00,whole ,137,NA,9.5,capelin,female,gravid,BA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,140,NA,9.5,capelin,female,gravid,FA,fresh,NA,219,
2002,7,8,14:40-16:00,whole ,143,NA,15.5,capelin,female,gravid,BA,headless,NA,219,
2002,7,8,14:40-16:00,whole ,114,NA,8.5,sculpin,NA,NA,FA,fresh,NA,219,
2002,6,8,14:10-16:20,whole ,144,NA,16,capelin,female,gravid,BB,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,133,NA,6.5,capelin,female,spent,BB,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,147,NA,11.5,capelin,female,spent,FB,headless,NA,218,
2002,6,8,14:10-16:20,whole ,165,NA,15.5,capelin,female,gravid,FB,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,145,NA,12.5,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,163,NA,13.5,capelin,female,spent,BA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,137,NA,12,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,150,NA,12.5,capelin,female,gravid,BA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,137,NA,10.5,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,partial,NA,NA,10,capelin,female,unknown,FA,NA,NA,218,
2002,6,8,14:10-16:20,whole ,150,NA,9.5,capelin,female,spent,BB,headless,NA,218,
2002,6,8,14:10-16:20,whole ,158,NA,18.5,capelin,female,gravid,BB,headless,NA,218,
2002,6,8,14:10-16:20,whole ,130,NA,13,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,137,NA,9,capelin,female,spent,BB,headless,NA,218,
2002,6,8,14:10-16:20,whole ,136,NA,13,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,131,NA,10,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,155,NA,14.5,capelin,female,spent,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,134,NA,9.5,capelin,female,spent,BB,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,155,NA,14,capelin,female,spent,FA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,165,NA,15.5,capelin,female,spent,FB,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,130,NA,8.5,capelin,female,spent,FB,eyeless,NA,218,
2002,6,8,14:10-16:20,whole ,150,NA,15.5,capelin,female,spent,FB,eyeless,NA,218,
2002,6,8,14:10-16:20,whole ,132,NA,7,capelin,female,spent,FA,headless,NA,218,
2002,6,8,14:10-16:20,whole ,129,NA,10,capelin,female,gravid,FA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,122,NA,6.5,capelin,female,immature,FB,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,145,NA,10.5,capelin,female,spent,BA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,143,NA,10,capelin,female,spent,BA,snoutless,NA,218,
2002,6,8,14:10-16:20,partial,NA,NA,8.5,capelin,female,unknown,BA,NA,NA,218,
2002,6,8,14:10-16:20,whole ,151,NA,15.5,capelin,female,spent,FA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,136,NA,8,capelin,female,spent,FA,eyeless,NA,218,
2002,6,8,14:10-16:20,whole ,154,NA,12,capelin,female,spent,FA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,125,NA,8,capelin,female,gravid,FB,mouthless,NA,218,
2002,6,8,14:10-16:20,whole ,134,NA,10.5,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,132,NA,10.5,capelin,female,gravid,BB,headless,NA,218,
2002,6,8,14:10-16:20,whole ,140,NA,10.5,capelin,female,spent,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,146,NA,13.5,capelin,female,gravid,FA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,134,NA,13,capelin,female,gravid,BB,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,136,NA,13.5,capelin,female,gravid,BB,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,146,NA,16.5,capelin,female,gravid,FB,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,150,NA,14.5,capelin,female,spent,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,171,NA,24.5,capelin,female,gravid,BB,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,135,NA,10,capelin,female,spent,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,147,NA,12.5,capelin,female,spent,BB,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,158,NA,14.5,capelin,female,spent,FA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,168,NA,18,capelin,female,spent,BA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,146,NA,12.5,capelin,female,spent,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,113,NA,5,capelin,female,immature,BB,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,148,NA,13,capelin,female,gravid,FB,headless,NA,218,
2002,6,8,14:10-16:20,whole ,152,NA,12.5,capelin,female,spent,BA,snoutless,NA,218,
2002,6,8,14:10-16:20,whole ,155,NA,14.5,capelin,female,spent,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,138,NA,12.5,capelin,female,gravid,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,130,NA,7,capelin,female,spent,BA,fresh,NA,218,
2002,6,8,14:10-16:20,whole ,112,NA,10.5,sculpin,NA,NA,NA,fresh,NA,218,
2001,6,8,9:00-10:00,whole ,180,NA,24,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,9:00-10:00,whole ,147,NA,16,capelin,female,gravid,FA,snoutless,NA,218,
2001,6,8,9:00-10:00,whole ,160,NA,14.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,9:00-10:00,whole ,143,NA,14,capelin,female,spent,FA,headless,NA,218,
2001,6,8,9:00-10:00,whole ,169,NA,16,capelin,female,spent,MA,fresh,NA,218,
2001,6,8,9:00-10:00,whole ,144,NA,8.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,9:00-10:00,whole ,153,NA,11.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,9:00-10:00,whole ,155,NA,10,capelin,female,spent,FA,headless,NA,218,
2001,6,8,9:00-10:00,whole ,144,NA,9,capelin,female,spent,FA,snoutless,NA,218,
2001,6,8,0.611111111,whole ,147,NA,13,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,135,NA,6,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,165,NA,19.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,136,NA,9,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,169,NA,11,capelin,female,spent,NA,headless,NA,218,
2001,6,8,0.611111111,whole ,149,NA,12,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,158,NA,14,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,141,NA,11.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,151,NA,12,capelin,female,spent,MA,snoutless,NA,218,
2001,6,8,0.611111111,whole ,142,NA,9,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,133,NA,8.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,168,NA,15,capelin,female,spent,MA,headless,NA,218,
2001,6,8,0.611111111,whole ,155,NA,10,capelin,female,spent,FA,snoutless,NA,218,
2001,6,8,0.611111111,whole ,150,NA,11.5,capelin,female,spent,FA,headless,NA,218,
2001,6,8,0.611111111,whole ,136,NA,11,capelin,female,gravid,FA,headless,NA,218,
2001,6,8,0.611111111,whole ,149,NA,13.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,whole ,131,NA,7.5,capelin,female,spent,NA,headless,NA,218,
2001,6,8,0.611111111,whole ,142,NA,9,capelin,female,spent,MA,fresh,NA,218,
2001,6,8,0.611111111,whole ,171,NA,12.5,capelin,female,spent,FA,headless,NA,218,
2001,6,8,0.611111111,whole ,143,NA,12.5,capelin,female,spent,FA,fresh,NA,218,
2001,6,8,0.611111111,partial,NA,NA,NA,capelin,female,unknown,NA,NA,NA,218,
2001,6,8,0.611111111,partial,NA,NA,NA,capelin,female,unknown,NA,NA,NA,218,
2001,5,8,9:00-10:00,whole ,120,NA,6.5,capelin,female,spent,FA,headless,NA,217,
2001,5,8,9:00-10:00,whole ,155,NA,15.5,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,9:00-10:00,whole ,115,NA,5,capelin,female,spent,BA,headless,NA,217,
2001,5,8,9:00-10:00,whole ,145,NA,12.5,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,9:00-10:00,partial,NA,NA,NA,capelin,female,spent,NA,NA,NA,217,
2001,5,8,9:00-10:00,whole ,157,NA,14,capelin,female,spent,FA,headless,NA,217,
2001,5,8,9:00-10:00,whole ,150,NA,14,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,9:00-10:00,whole ,NA,NA,NA,capelin,female,spent,NA,fresh,NA,217,
2001,5,8,9:00-10:00,whole ,150,NA,12,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,9:00-10:00,whole ,123,NA,6.5,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,9:00-10:00,whole ,165,NA,19.5,capelin,female,spent,BB,fresh,NA,217,
2001,5,8,9:00-10:00,whole ,153,NA,17.5,capelin,female,spent,BB,headless,NA,217,
2001,5,8,9:00-10:00,whole ,148,NA,11,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,9:00-10:00,whole ,133,NA,9,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,0.576388889,whole ,144,NA,9.5,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,0.576388889,whole ,133,NA,9.5,capelin,female,spent,FA,fresh,NA,217,
2001,5,8,0.576388889,whole ,160,NA,10.5,capelin,female,spent,FA,fresh,NA,217,
2001,4,8,0.395833333,whole ,169,NA,18.5,capelin,female,spent,BA,fresh,NA,216,
2001,4,8,0.395833333,whole ,140,NA,10.5,capelin,female,spent,FA,headless,NA,216,
2001,4,8,0.395833333,whole ,146,NA,14,capelin,female,spent,FA,headless,NA,216,
2001,4,8,0.395833333,whole ,140,NA,9.5,capelin,female,spent,FA,snoutless,NA,216,
2001,4,8,0.395833333,whole ,160,NA,12.5,capelin,female,spent,BA,headless,NA,216,
2001,4,8,0.395833333,whole ,146,NA,10,capelin,female,spent,FA,fresh,NA,216,
2001,4,8,0.395833333,whole ,142,NA,9.5,capelin,female,spent,FA,fresh,NA,216,
2001,4,8,0.395833333,whole ,150,NA,11,capelin,female,spent,FA,fresh,NA,216,
2001,4,8,0.395833333,whole ,148,NA,9.5,capelin,female,spent,FA,snoutless,NA,216,
2001,4,8,0.395833333,whole ,175,NA,19,capelin,female,spent,FA,fresh,NA,216,
2001,3,8,N/A,whole ,143,NA,9.5,capelin,female,spent,FA,fresh,NA,215,
2001,3,8,N/A,whole ,161,NA,16,capelin,female,spent,BB,fresh,NA,215,
2001,3,8,N/A,whole ,132,NA,11.5,capelin,female,gravid,FA,fresh,NA,215,
2001,3,8,N/A,whole ,139,NA,14,capelin,female,gravid,FA,headless,NA,215,
2001,3,8,N/A,whole ,160,NA,11,capelin,female,spent,BB,eyeless,NA,215,
2001,3,8,N/A,partial,NA,NA,NA,capelin,female,spent,NA,NA,NA,215,
2001,3,8,N/A,whole ,134,NA,NA,capelin,female,spent,NA,headless,NA,215,
2001,3,8,N/A,whole ,161,NA,12,capelin,female,spent,FA,snoutless ,NA,215,
2001,3,8,N/A,whole ,153,NA,16.5,capelin,female,spent,FA,mouthless,NA,215,
2001,3,8,N/A,whole ,135,NA,8.5,capelin,female,spent,BA,headless,NA,215,
2001,3,8,N/A,whole ,147,NA,11,capelin,female,spent,FB,fresh,NA,215,
2001,2,8,N/A,whole ,136,NA,9.5,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,144,NA,11,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,159,NA,14.5,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,163,NA,15,capelin,female,spent,BB,fresh,NA,214,
2001,2,8,N/A,whole ,145,NA,14.5,capelin,female,gravid,BA,fresh,NA,214,
2001,2,8,N/A,whole ,144,NA,14,capelin,female,gravid,MA,fresh,NA,214,
2001,2,8,N/A,whole ,127,NA,10.5,capelin,female,gravid,FA,fresh,NA,214,
2001,2,8,N/A,whole ,133,NA,13,capelin,female,gravid,FA,fresh,NA,214,
2001,2,8,N/A,whole ,122,NA,9,capelin,female,gravid,FA,fresh,NA,214,
2001,2,8,N/A,whole ,150,NA,11.5,capelin,female,gravid,NA,headless,NA,214,
2001,2,8,N/A,whole ,150,NA,13,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,150,NA,11.5,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,147,NA,18.2,capelin,female,gravid,BB,fresh,NA,214,
2001,2,8,N/A,whole ,160,NA,12.5,capelin,female,spent,BB,fresh,NA,214,
2001,2,8,N/A,whole ,145,NA,10.5,capelin,female,spent,NA,headless,NA,214,
2001,2,8,N/A,whole ,125,NA,11,capelin,female,gravid,FA,fresh,NA,214,
2001,2,8,N/A,whole ,165,NA,16.2,capelin,female,spent,BB,fresh,NA,214,
2001,2,8,N/A,whole ,138,NA,12,capelin,female,gravid,FA,fresh,NA,214,
2001,2,8,N/A,whole ,136,NA,10,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,156,NA,13,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,156,NA,14.8,capelin,female,spent,FA,fresh,NA,214,
2001,2,8,N/A,whole ,136,NA,14.5,capelin,female,gravid,FA,fresh,NA,214,
2001,2,8,N/A,whole ,142,NA,9.5,capelin,female,spent,BB,fresh,NA,214,
2001,1,8,N/A,whole ,159,NA,16,capelin,female,spent,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,150,NA,13,capelin,female,spent,A,headless,NA,213,
2001,1,8,8:10-9:30,whole ,156,NA,15.5,capelin,female,spent,BB,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,141,NA,11,capelin,female,spent,BA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,150,NA,13.5,capelin,female,spent,FA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,168,NA,19.5,capelin,male,unknown,BB,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,140,NA,15.5,capelin,female,gravid,FA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,146,NA,10.5,capelin,female,spent,FA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,126,NA,10,capelin,female,gravid,BA,headless,NA,213,
2001,1,8,8:10-9:30,whole ,140,NA,9,capelin,female,spent,FA,headless,NA,213,
2001,1,8,8:10-9:30,whole ,147,NA,11,capelin,female,spent,FA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,145,NA,17,capelin,female,gravid,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,145,NA,15,capelin,female,spent,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,140,NA,12.5,capelin,female,gravid,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,145,NA,12,capelin,female,spent,BB,headless,NA,213,
2001,1,8,8:10-9:30,whole ,155,NA,16,capelin,female,gravid,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,153,NA,15,capelin,female,spent,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,163,NA,22,capelin,female,gravid,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,147,NA,13,capelin,female,gravid,FA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,168,NA,17,capelin,female,spent,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,137,NA,12,capelin,female,spent,FA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,142,NA,12.5,capelin,female,spent,FA,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,145,NA,13,capelin,female,spent,BB,fresh,NA,213,
2001,1,8,8:10-9:30,whole ,142,NA,10,capelin,female,spent,FA,snoutless,NA,213,
2001,1,8,8:10-9:30,whole ,140,NA,9,capelin,female,spent,FA,fresh,NA,213,
2000,13,8,0.583333333,whole ,131,NA,9,capelin,female,spent,BA,fresh,NA,226,
2000,13,8,0.583333333,whole ,164,NA,15,capelin,female,spent,MB,fresh,NA,226,
2000,13,8,0.583333333,whole ,171,NA,15.5,capelin,female,spent,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,142,NA,10.5,capelin,unknown,unknown,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,163,NA,14,capelin,female,spent,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,132,NA,12.5,capelin,female,gravid,NA,fresh,NA,226,
2000,13,8,0.583333333,whole ,176,NA,17.5,capelin,female,spent,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,161,NA,13,capelin,female,spent,MB,fresh,NA,226,
2000,13,8,0.583333333,whole ,163,NA,17,capelin,female,spent,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,173,NA,16.5,capelin,female,spent,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,NA,NA,11.5,capelin,female,spent,NA,headless,NA,226,
2000,13,8,0.583333333,whole ,153,NA,12.5,capelin,unknown,unknown,MB,fresh,NA,226,
2000,13,8,0.583333333,whole ,146,NA,10,capelin,unknown,unknown,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,142,NA,8.5,capelin,female,spent,BB,headless,NA,226,
2000,13,8,0.583333333,whole ,178,NA,18,capelin,female,spent,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,150,NA,13.5,capelin,female,spent,BB,fresh,NA,226,
2000,13,8,0.583333333,whole ,NA,NA,10.5,capelin,female,spent,BB,headless,NA,226,
2000,13,8,0.583333333,whole ,150,NA,9.5,capelin,female,spent,FB,fresh,NA,226,
