year,day,month,time,measurable,tail_length,fork_length,mass,prey,prey_sex,prey_maturity,bite,digestion,band,yday,bridled
2017,5,8,afternoon,whole,,140,13,capelin,female,spent,BB,eyeless,,217,
2017,5,8,afternoon,whole,,115,11,capelin,female,gravid,AB,headless,,217,
2017,5,8,afternoon,whole,,100,5.5,capelin,female,gravid,AB,fresh,,217,
2017,5,8,afternoon,whole,,125,15,capelin,female,gravid,BB,fresh,,217,
2017,5,8,afternoon,whole,,135,14,capelin,female,spent,AB,eyeless,,217,
2017,5,8,afternoon,whole,,120,11.5,capelin,female,spent,BB,headless,,217,
2017,5,8,afternoon,whole,,110,9.5,capelin,female,gravid,AB,headless,,217,
2017,5,8,afternoon,whole,,135,14,capelin,female,spent,AB,fresh,,217,
2017,5,8,afternoon,whole,,80,7,capelin,female,gravid,AB,half body,,217,
2017,5,8,afternoon,whole,,135,16.5,capelin,female,gravid,AB,snoutless,,217,
2017,5,8,afternoon,whole,,130,16.5,capelin,female,gravid,AF,fresh,,217,
2017,5,8,afternoon,whole,,120,10,capelin,female,gravid,MID,fresh,,217,
2017,5,8,afternoon,whole,,120,9.3,capelin,female,gravid,BF,fresh,,217,
2017,5,8,afternoon,whole,,125,12.3,capelin,female,gravid,BB,fresh,,217,
2017,5,8,afternoon,whole,,130,12.6,capelin,female,gravid,AB,snoutless,,217,
2017,5,8,afternoon,whole,,110,9.7,capelin,female,spent,BB,headless,,217,
2017,5,8,afternoon,whole,,120,10.5,capelin,female,gravid,AF,fresh,,217,
2017,5,8,afternoon,whole,,130,8.5,capelin,female,spent,BB,eyeless,,217,
2017,5,8,afternoon,whole,,135,12.5,capelin,female,gravid,AB,mouthless,,217,
2017,5,8,afternoon,whole,,125,11,capelin,female,gravid,AB,headless,,217,
2017,5,8,afternoon,whole,,135,11,capelin,female,gravid,AB,snoutless,,217,
2017,5,8,afternoon,whole,,105,7.5,capelin,female,spent,AB,headless,,217,
2017,5,8,afternoon,whole,,115,10.5,capelin,female,gravid,AB,headless,,217,
2017,5,8,afternoon,whole,,145,16.5,capelin,female,gravid,AB,fresh,1216-01113,217,N
2017,5,8,afternoon,whole,,100,8.5,capelin,female,gravid,AB,headless,1216-01115,217,N
2017,5,8,afternoon,whole,,130,9.5,capelin,female,gravid,BB,eyeless,1216-01116,217,N
2017,5,8,afternoon,whole,,120,9.5,capelin,female,spent,AB,eyeless,,217,
2017,5,8,afternoon,whole,,123,8.5,capelin,female,gravid,BB,eyeless,,217,
2017,5,8,afternoon,whole,,124,11.7,capelin,female,gravid,AF,mouthless,,217,
2017,6,8,,whole,,130,12,capelin,female,gravid,,,,218,
2017,6,8,,whole,,120,9,capelin,female,gravid,AB,headless,,218,
2017,6,8,,whole,,125,10.7,capelin,female,gravid,BB,headless,,218,
2017,6,8,,whole,,112,10.2,capelin,female,spent,AB,headless,1216-01128,218,N
2017,6,8,,whole,,125,14.7,capelin,female,gravid,AB,snoutless,1216-01131,218,N
2017,6,8,,whole,,125,10.3,capelin,female,gravid,BB,headless,1216-01135,218,N
2017,6,8,,whole,,135,14.5,capelin,female,gravid,AF,headless,1216-01138,218,N
2017,6,8,,whole,,140,14.5,capelin,female,gravid,AB,fresh,,218,
2017,6,8,,whole,,120,11,capelin,female,gravid,AB,headless,1216-01140,218,N
2017,6,8,,whole,,105,6.7,capelin,female,gravid,MID,headless,1216-01141,218,Y
2017,6,8,,whole,,130,13.5,capelin,female,gravid,BB,snoutless,1216-01145,218,N
2017,6,8,,whole,,130,9.5,capelin,female,spent,AF,snoutless,1216-01146,218,N
2017,6,8,,whole,,120,8,capelin,female,gravid,AB,headless,1216-01147,218,N
2017,6,8,,partial,,63,4,capelin,female,gravid,,half body,1216-01148,218,N
2017,6,8,,whole,,135,17.5,capelin,female,gravid,AF,fresh,1216-01149,218,N
2017,6,8,,whole,,140,12.5,capelin,female,spent,AB,snoutless,,218,
2017,6,8,,whole,,128,10.5,capelin,female,spent,AB,snoutless,1216-01150,218,N
2017,6,8,,whole,,130,15.5,capelin,female,gravid,AF,headless,,218,
2017,6,8,,whole,,117,8,capelin,female,spent,AF,headless,1216-01152,218,N
2017,6,8,,whole,,120,7,capelin,female,spent,BB,headless,1216-01153,218,N
2017,6,8,,whole,,137,10.7,capelin,female,spent,BB,mouthless,1216-01156,218,N
2017,6,8,,whole,,130,13.7,capelin,female,gravid,BB,fresh,1216-01158,218,Y
2017,6,8,,whole,,120,8.5,capelin,female,spent,AB,eyeless,,218,
2017,6,8,,whole,,110,10.4,capelin,female,spent,BB,headless,,218,
2017,6,8,,whole,,135,14.5,capelin,female,gravid,AF,fresh,,218,
2017,6,8,,whole,,145,15.2,capelin,female,spent,AB,headless,1216-01163,218,N
2017,6,8,,whole,,125,12.3,capelin,female,gravid,AB,fresh,,218,
2017,6,8,,whole,,125,11,capelin,female,gravid,BB,fresh,1216-01165,218,N
2017,6,8,,whole,,117,11,capelin,female,spent,,,,218,
2017,6,8,,partial,,,,capelin,female,gravid,,half body,1216-01167,218,Y
2017,6,8,,whole,,110,6,capelin,female,spent,AB,headless,,218,
2017,6,8,,whole,,110,7.3,capelin,female,spent,AB,headless,1216-01169,218,N
2017,6,8,,whole,,125,12,capelin,female,gravid,AB,snoutless,1216-01171,218,N
2017,6,8,,whole,,115,5.5,capelin,female,spent,BB,snoutless,1216-01172,218,N
2017,6,8,,whole,,119,13,capelin,female,gravid,BB,snoutless,1216-01159,218,N
2017,6,8,,whole,,125,7,capelin,female,gravid,AF,snoutless,1216-01173,218,N
2017,6,8,,partial,,60,,capelin,female,,,half body,1216-01174,218,Y
2017,6,8,,whole,,115,8.5,capelin,female,gravid,AB,headless,1216-01175,218,Y
2017,6,8,,whole,,137,10.5,capelin,female,spent,BF,headless,1216-01177,218,N
2017,6,8,,whole,,105,10,capelin,female,gravid,BB,headless,1216-01178,218,N
2017,6,8,,whole,,125,10.6,capelin,female,gravid,AF,eyeless,1216-01179,218,N
2017,6,8,,whole,,103,8,capelin,female,spent,AB,headless,,218,
2017,6,8,,whole,,115,10.5,capelin,female,gravid,BB,headless,1216-01181,218,Y
2017,6,8,,whole,,130,9.7,capelin,female,spent,BB,headless,,218,
2017,6,8,,whole,,134,11.5,capelin,female,spent,BB,fresh,,218,
2017,6,8,,whole,,124,,capelin,female,spent,AF,headless,1216-01185,218,N
2017,6,8,,whole,,127,11.3,capelin,female,gravid,AB,headless,1216-01186,218,Y
2017,6,8,,whole,,124,11.5,capelin,female,gravid,BB,mouthless,1216-01188,218,N
2017,6,8,,whole,,120,11.5,capelin,female,gravid,AB,headless,,218,
2017,7,8,,whole,,125,11,capelin,female,spent,AB,snoutless,,219,
2017,7,8,,whole,,120,12,capelin,female,gravid,AB,fresh,1216-01192,219,N
2017,7,8,,whole,,110,10.8,capelin,female,gravid,AB,headless,1216-01193,219,N
2017,7,8,,whole,,132,14.7,capelin,female,gravid,AB,fresh,,219,
2017,7,8,,whole,,125,9.8,capelin,female,spent,BB,fresh,,219,
2017,7,8,,whole,,123,11.8,capelin,female,gravid,AB,fresh,,219,
2017,7,8,,whole,,120,10.7,capelin,female,spent,AB,headless,,219,
2017,7,8,,whole,,135,12.7,capelin,female,spent,AB,eyeless,,219,
2017,7,8,,whole,,117,8.2,capelin,female,spent,AB,snoutless,,219,
2017,7,8,,whole,,125,10.1,capelin,female,spent,AF,snoutless,,219,
2017,7,8,,whole,,130,14.2,capelin,female,gravid,AF,snoutless,,219,
2017,7,8,,whole,,127,14.7,capelin,female,spent,AF,headless,,219,
2017,7,8,,whole,,124,12.5,capelin,female,gravid,AB,snoutless,1216-01202,219,N
2017,7,8,,whole,,130,12,capelin,female,gravid,BB,fresh,1216-01203,219,N
2017,7,8,,whole,,124,10.3,capelin,female,spent,BB,headless,1216-01204,219,Y
2017,7,8,,whole,,131,9.4,capelin,female,spent,BB,snoutless,1216-01205,219,N
2017,7,8,,whole,,135,12.5,capelin,female,spent,BB,eyeless,,219,
2017,7,8,,partial,,135,12,capelin,female,spent,,half body,,219,
2017,7,8,,whole,,,,capelin,female,spent,,piece,,219,
2017,7,8,,whole,,117,9.6,capelin,female,gravid,AF,snoutless,,219,
2017,7,8,,whole,,125,12,capelin,female,gravid,BB,fresh,,219,
2017,7,8,,whole,,120,9.6,capelin,female,spent,AF,snoutless,1216-01207,219,N
2017,7,8,,whole,,135,13.2,capelin,female,gravid,AB,eyeless,1216-01208,219,N
2017,7,8,,whole,,123,9.9,capelin,female,spent,AB,headless,1216-01209,219,N
2017,7,8,,whole,,125,11.5,capelin,female,spent,AF,snoutless,1216-01214,219,N
2017,7,8,,whole,,134,12,capelin,female,spent,BB,fresh,1216-01216,219,N
2017,7,8,,whole,,124,12.3,capelin,female,gravid,BB,fresh,1216-01217,219,Y
2017,7,8,,whole,,142,14.3,capelin,female,spent,AF,fresh,,219,
2017,7,8,,whole,,124,12,capelin,female,gravid,AB,fresh,1216-01218,219,N
2017,7,8,,whole,,131,11.7,capelin,female,spent,BF,fresh,,219,
2017,7,8,,whole,,126,12.2,capelin,female,gravid,BB,fresh,,219,
2017,7,8,,whole,,118,12.6,capelin,female,spent,BF,headless,,219,
2017,7,8,,whole,,133,10.7,capelin,female,spent,,,,219,
2017,7,8,,whole,,120,12,capelin,female,gravid,,,,219,
2017,7,8,,whole,,125,14.5,capelin,female,gravid,AF,fresh,,219,
2017,7,8,,whole,,140,15.5,capelin,female,spent,AB,fresh,1216-01230,219,Y
2017,7,8,,whole,,120,10.2,capelin,female,spent,AF,fresh,1216-01231,219,N
2017,7,8,,whole,,112,10.5,capelin,female,gravid,AF,headless,1216-01236,219,N
2017,7,8,,whole,,130,12.3,capelin,female,gravid,BB,fresh,1216-01238,219,N
2017,7,8,,partial,,,,capelin,female,,,half body,1216-01241,219,Y
2017,7,8,,whole,,129,10.4,capelin,female,spent,AB,mouthless,,219,
2017,8,8,morning,partial,,,,capelin,female,spent,,piece,1216-01242,220,Y
2017,8,8,morning,whole,,120,7,capelin,female,gravid,BB,headless,1216-01245,220,N
2017,8,8,morning,whole,,117,7.8,capelin,female,spent,AB,headless,,220,
2017,8,8,morning,whole,,135,12.6,capelin,female,gravid,AF,snoutless,1216-01248,220,Y
2017,8,8,morning,whole,,115,12.3,capelin,female,gravid,AB,headless,,220,
2017,8,8,morning,whole,,145,14.9,capelin,female,spent,BB,fresh,1216-01250,220,N
2017,8,8,morning,whole,,127,9.8,capelin,female,spent,AF,headless,1216-01249,220,N
2017,8,8,morning,partial,,,,capelin,female,gravid,,piece,1216-01251,220,N
2017,8,8,morning,whole,,110,10.9,capelin,female,gravid,AF,headless,1216-01252,220,N
2017,8,8,morning,whole,,135,10.8,capelin,female,gravid,AB,headless,1216-01253,220,N
2017,8,8,morning,whole,,,,capelin,female,gravid,AF,piece,,220,
2017,8,8,morning,whole,,140,8.8,capelin,female,spent,,headless,,220,
2017,8,8,morning,whole,,130,6.3,capelin,female,spent,AB,headless,1216-01255,220,Y
2017,8,8,morning,whole,,130,13.5,capelin,female,gravid,AB,headless,,220,
2017,8,8,morning,whole,,135,13,capelin,female,spent,AB,eyeless,,220,
2017,8,8,morning,whole,,135,14.9,capelin,female,gravid,,snoutless,1216-01256,220,Y
2017,8,8,morning,whole,,126,7.5,capelin,female,spent,AB,snoutless,1216-01260,220,N
2017,8,8,morning,whole,,135,14,capelin,female,gravid,AF,snoutless,,220,
2017,8,8,morning,whole,,130,9.5,capelin,female,spent,AB,headless,,220,
2017,8,8,morning,whole,,100,7.7,capelin,female,spent,AF,headless,1216-01263,220,N
2017,8,8,morning,whole,,128,8.5,capelin,female,spent,AB,headless,1216-01265,220,N
2017,8,8,0.645833333,whole,,130,9.5,capelin,female,spent,AB,fresh,,220,
2017,8,8,0.645833333,partial,,,,capelin,female,gravid,,half body,,220,
2017,8,8,0.645833333,whole,,127,8.5,capelin,female,spent,AF,headless,1216-01268,220,N
2017,8,8,0.645833333,whole,,120,10.2,capelin,female,gravid,BB,headless,,220,
2017,8,8,0.645833333,partial,,,,capelin,female,spent,,piece,,220,
2017,8,8,0.645833333,whole,,115,9.8,capelin,female,spent,,headless,1216-01272,220,N
2017,8,8,0.645833333,whole,,115,7.5,capelin,female,spent,AF,headless,,220,
2017,8,8,0.645833333,whole,,,,capelin,female,gravid,,piece,,220,
2017,8,8,0.645833333,whole,,123,9.5,capelin,female,gravid,AF,headless,1216-01277,220,Y
2017,8,8,0.645833333,whole,,125,12.9,capelin,female,gravid,AB,headless,,220,
2017,8,8,0.645833333,whole,,116,8.6,capelin,female,spent,AB,headless,1216-01280,220,Y
2017,8,8,0.645833333,whole,,140,16.3,capelin,female,gravid,AB,snoutless,1216-01284,220,N
2017,8,8,0.645833333,whole,,123,11,capelin,female,gravid,AF,eyeless,,220,
2017,9,8,,whole,,110,11,capelin,female,gravid,AB,headless,1216-01291,221,N
2017,9,8,,whole,,,,capelin,female,,,piece,1216-01294,221,N
2017,9,8,,whole,,105,9.3,capelin,female,spent,AB,headless,,221,
2017,9,8,,whole,,117,7.1,capelin,female,gravid,BB,mouthless,,221,
2017,9,8,,whole,,,,capelin,female,gravid,,piece,,221,
2017,9,8,,whole,,125,11.7,capelin,female,spent,AB,headless,,221,
2017,9,8,,whole,,115,12.5,capelin,female,gravid,AB,headless,,221,
2017,9,8,,whole,,135,14.5,capelin,female,gravid,BB,headless,1216-01299,221,N
2017,9,8,,whole,,,,capelin,female,gravid,AB,headless,1216-01300,221,N
2017,9,8,,whole,,132,12.1,capelin,female,gravid,AB,snoutless,,221,
2017,10,8,,whole,,130,11.5,capelin,female,spent,AB,headless,,222,
2017,10,8,,whole,,150,15.3,capelin,female,gravid,AF,fresh,,222,
2017,10,8,,partial,,,,capelin,female,spent,,piece,1216-01303,222,N
2017,10,8,,partial,,,,capelin,female,gravid,AB,piece,,222,
2017,10,8,,whole,,119,10.6,capelin,female,spent,AF,headless,1216-01305,222,N
2017,10,8,,whole,,128,15,capelin,female,spent,AB,snoutless,1216-01307,222,N
2017,10,8,,whole,,110,10.6,capelin,female,gravid,BB,headless,,222,
2017,10,8,,whole,,136,14.8,capelin,female,gravid,AB,fresh,1216-01306,222,N
2017,10,8,,whole,,98,7.9,capelin,female,spent,BB,headless,1216-01308,222,Y
2017,10,8,,whole,,135,11.4,capelin,female,spent,AB,eyeless,1216-01309,222,Y
2017,10,8,,whole,,85,6.8,capelin,female,gravid,BB,headless,,222,
2017,10,8,,whole,,130,8.4,capelin,female,spent,AF,fresh,,222,
2017,10,8,,whole,,123,12,capelin,female,gravid,AB,snoutless,,222,
2017,10,8,,whole,,136,16.6,capelin,female,gravid,AB,fresh,1216-01312,222,N
2017,10,8,,whole,,133,10.6,capelin,female,spent,AF,fresh,,222,
2017,10,8,,whole,,135,11.6,capelin,female,spent,MID,fresh,1216-01313,222,N
2017,10,8,,whole,,125,9.3,capelin,female,spent,AF,headless,,222,
2017,10,8,,whole,,143,16.9,capelin,female,spent,AB,eyeless,1216-01314,222,N
2017,10,8,,whole,,120,8.6,capelin,female,spent,BB,headless,1216-01315,222,N
2017,10,8,,whole,,110,11.4,capelin,female,gravid,,headless,,222,
2017,10,8,,whole,,135,13.1,capelin,female,spent,MID,fresh,,222,
2017,10,8,,whole,,125,13.7,capelin,female,gravid,AF,headless,,222,
2017,10,8,,whole,,122,8.5,capelin,female,spent,AB,headless,1216-01318,222,N
2017,10,8,,whole,,124,12.5,capelin,female,spent,BB,headless,1216-01321,222,N
2017,11,8,,whole,,126,9.6,capelin,female,spent,AF,eyeless,1216-01333,223,N
2017,11,8,,whole,,140,14.4,capelin,female,spent,AF,fresh,1216-01334,223,N
2017,11,8,,whole,,126,12,capelin,female,spent,AF,fresh,1216-01335,223,N
2017,11,8,,whole,,133,15.3,capelin,female,,AB,headless,,223,
2017,11,8,,whole,,133,15.3,capelin,female,spent,BF,headless,1216-01337,223,Y
2017,11,8,,whole,,120,12.5,capelin,female,gravid,AF,snoutless,1216-01339,223,Y
2017,11,8,,whole,,130,10.6,capelin,female,spent,AB,fresh,,223,
2017,11,8,,whole,,145,17.5,capelin,female,spent,AF,eyeless,,223,
2017,11,8,,whole,,157,16.9,capelin,female,spent,AF,snoutless,,223,
2017,11,8,,whole,,120,12,capelin,female,spent,AB,headless,1216-01341,223,Y
2017,11,8,,whole,,134,11.9,capelin,female,spent,BB,snoutless,1216-01343,223,N
2017,11,8,,whole,,130,11,capelin,female,spent,BB,fresh,1216-01344,223,N
2017,11,8,,whole,,140,14.7,capelin,female,spent,AB,headless,1216-01345,223,N
2017,11,8,,whole,,142,13.4,capelin,female,spent,AF,fresh,1216-01347,223,N
2017,11,8,,whole,,123,11.7,capelin,female,spent,BB,headless,1216-01348,223,N
2017,11,8,,whole,,119,8,capelin,female,spent,AB,headless,1216-01349,223,Y
2017,11,8,,whole,,125,8.4,capelin,female,spent,BB,headless,,223,
2017,11,8,,whole,,103,5.1,capelin,immature,,,,,223,
2017,5,8,afternoon,whole,,145,18,capelin,male,,BB,headless,1216-01114,217,Y
2017,6,8,,partial,,,,capelin,male,,,piece,,218,
2017,6,8,,whole,,140,18.7,capelin,male,,BB,,,218,
2017,6,8,,partial,,,,capelin,male,,,piece,1216-01136,218,N
2017,5,8,afternoon,whole,,95,6.5,cod,,,BB,fresh,,218,
2017,5,8,afternoon,whole,,80,1,sandlance,,,,,,218,
2017,6,8,,whole,,85,1.5,sandlance,,,AF,fresh,,218,
2017,6,8,,whole,,87,1.5,sandlance,,,,fresh,,218,
2017,7,8,,whole,,97,2,sandlance,,,,fresh,,219,
2017,7,8,,whole,,90,1.5,sandlance,,,AF,,,219,
2017,7,8,,whole,,50,4,liparis,,,AF,fresh,,219,
2017,7,8,,whole,,95,1.9,sandlance,,,AF,fresh,1216-01235,219,N
2017,7,8,,whole,,90,6.2,cod,,,AB,headless,1216-01239,219,N
2017,7,8,,whole,,95,2,sandlance,,,AF,fresh,1216-01240,219,Y
2017,8,8,morning,whole,,90,1.4,sandlance,,,,fresh,,220,
2017,8,8,morning,whole,,65,4.9,wolffish/pout,,,BB,fresh,picture (pierre ryan),220,6.5
2017,8,8,morning,whole,,96,1.5,sandlance,,,AF,fresh,1216-01254,220,N
2017,8,8,morning,whole,,85,1.3,sandlance,,,,fresh,,220,
2017,8,8,0.645833333,whole,,90,1.9,sandlance,,,AF,fresh,,220,
2017,8,8,0.645833333,whole,,91,1.5,sandlance,,,AB,fresh,1216-01283,220,N
2017,9,8,,whole,,73,1.5,sandlance,,,AB,headless,,221,
2017,10,8,,whole,,93,1.9,sandlance,,,AF,fresh,1216-01304,222,N
2017,10,8,,whole,,80,1.4,sandlance,,,AF,fresh,,222,
2017,10,8,,whole,,85,1.5,sandlance,,,AF,fresh,,222,
2017,11,8,,whole,,68,0.9,sandlance,,,AF,fresh,,223,
2017,11,8,,whole,,88,2.1,sandlance,,,AF,fresh,1216-01336,223,N
2017,11,8,,whole,,106,2.4,sandlance,,,AF,fresh,,223,
2017,11,8,,whole,,107,8.5,cod,,,AF,fresh,,223,
2017,11,8,,whole,,71,2.7,wolffish/pout,,,BF,fresh,,223,7.1
2016,10,8,N/A,whole,N/A,138,11,capelin,female,spent,AB,snoutless,N/A,223,
2016,10,8,N/A,whole,N/A,132,9,capelin,female,spent,AB,snoutless,N/A,223,
2016,10,8,N/A,whole,N/A,150,16,capelin,female,spent,AB,fresh,N/A,223,
2016,10,8,N/A,whole,N/A,130,12,capelin,female,spent,AB,headless,N/A,223,
2016,10,8,N/A,whole,N/A,132,8,capelin,female,spent,AB,snoutless,N/A,223,
2016,10,8,N/A,whole,N/A,149,14,capelin,female,spent,AF,fresh,N/A,223,
2016,10,8,N/A,whole,N/A,136,10.5,capelin,female,spent,AB,fresh,N/A,223,
2016,10,8,N/A,whole,N/A,136,12,capelin,female,spent,BB,fresh,N/A,223,
2016,10,8,N/A,partial,N/A,NA,NA,capelin,female,spent,,fresh,N/A,223,
2016,10,8,N/A,whole,N/A,110,6,capelin,female,spent,AF,headless,N/A,223,
2016,10,8,N/A,partial,N/A,NA,NA,capelin,female,spent,,,N/A,223,
2016,10,8,N/A,whole,N/A,128,11,capelin,female,spent,AB,headless,N/A,223,
2016,10,8,N/A,whole,N/A,120,9,capelin,female,gravid,BB,headless,N/A,223,
2016,10,8,N/A,whole,N/A,146,14.5,capelin,female,spent,AF,fresh,N/A,223,
2016,10,8,N/A,whole,N/A,129,9,capelin,female,spent,BB,headless,N/A,223,
2016,10,8,N/A,whole,N/A,140,13,capelin,female,spent,BF,headless,N/A,223,
2016,10,8,N/A,whole,N/A,110,5,capelin,female,spent,BB,headless,N/A,223,
2016,10,8,N/A,whole,N/A,126,18,capelin,female,spent,BF,headless,N/A,223,
2016,10,8,N/A,whole,N/A,128,12,capelin,female,gravid,AB,headless,N/A,223,
2016,10,8,N/A,whole,N/A,117,7,capelin,female,gravid,AB,fresh,N/A,223,
2016,10,8,N/A,whole,N/A,NA,NA,capelin,female,gravid,,,N/A,223,
2016,10,8,N/A,whole,N/A,116,4,sandlance,,,AF,snoutless,N/A,223,
2016,10,8,N/A,whole,N/A,130,9,capelin,female,spent,BB,headless,N/A,223,
2016,10,8,N/A,whole,N/A,147,10,capelin,female,gravid,,snoutless,N/A,223,
2016,11,8,N/A,whole,N/A,190,15.5,sandlance,,,AF,headless,N/A,224,
2016,11,8,N/A,whole,N/A,142,10,capelin,female,spent,AF,eyeless,N/A,224,
2016,11,8,N/A,whole,N/A,151,13.5,capelin,female,spent,AB,fresh,N/A,224,
2016,11,8,N/A,whole,N/A,136,14.5,capelin,female,gravid,AF,snoutless,N/A,224,
2016,11,8,N/A,whole,N/A,118,6,capelin,,immature,AF,snoutless,N/A,224,
2016,11,8,N/A,whole,N/A,156,10.2,capelin,female,spent,AF,headless,N/A,224,
2016,11,8,N/A,whole,N/A,150,19,capelin,male,,AF,fresh,N/A,224,
2016,11,8,N/A,whole,N/A,148,11,capelin,female,spent,AF,fresh,N/A,224,
2016,11,8,N/A,whole,N/A,140,10,capelin,female,spent,AF,fresh,N/A,224,
2016,11,8,N/A,whole,N/A,104,7.5,sculpin,,,,,N/A,224,
2016,11,8,N/A,whole,N/A,130,7.5,capelin,female,spent,AF,snoutless,N/A,224,
2016,11,8,N/A,whole,N/A,154,12,capelin,female,spent,AF,fresh,N/A,224,
2016,11,8,N/A,whole,N/A,108,4.5,flatfish,,,,,N/A,224,
2016,11,8,N/A,whole,N/A,100,12,capelin,male,,,headless,N/A,224,
2016,11,8,N/A,whole,N/A,138,11.5,capelin,female,gravid,AF,eyeless,N/A,224,
2016,12,8,N/A,whole,N/A,144,10,capelin,female,spent,AF,fresh,N/A,225,
2016,12,8,N/A,whole,N/A,132,9.5,capelin,female,spent,BB,snoutless,N/A,225,
2016,12,8,N/A,whole,N/A,64,1,capelin,,,AF,fresh,N/A,225,
2016,12,8,N/A,whole,N/A,112,12,capelin,female,gravid,AB,headless,N/A,225,
2016,12,8,N/A,whole,N/A,152,14.5,capelin,female,spent,AF,snoutless,N/A,225,
2016,12,8,N/A,whole,N/A,172,14,squid,,,,,N/A,225,
2014,6,8,NA,NA,152,NA,10,capelin,female,spent,NA,snoutless,NA,218,
2014,6,8,NA,NA,141,NA,9,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,137,NA,8,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,131,NA,NA,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,169,NA,15,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,164,NA,14,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,133,NA,10.5,capelin,female,gravid,NA,eyeless,NA,218,
2014,6,8,NA,NA,162,NA,14.5,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,146,NA,10.5,capelin,female,spent,NA,mouthless,NA,218,
2014,6,8,NA,NA,159,NA,21,capelin,female,gravid,NA,headless,NA,218,
2014,6,8,NA,NA,170,NA,12.5,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,159,NA,11.5,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,126,NA,8,capelin,female,spent,NA,snoutless,NA,218,
2014,6,8,NA,NA,NA,NA,NA,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,NA,NA,6.5,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,147,NA,10.5,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,137,NA,8.5,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,142,NA,9,capelin,female,spent,NA,snoutless,NA,218,
2014,6,8,NA,NA,163,NA,12,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,158,NA,10.25,capelin,female,spent,NA,eyeless,NA,218,
2014,6,8,NA,NA,167,NA,15,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,131,NA,8,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,176,NA,17,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,136,NA,8,capelin,female,spent,NA,snoutless,NA,218,
2014,6,8,NA,NA,165,NA,13.8,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,129,NA,9,capelin,female,spent,NA,mouthless,NA,218,
2014,6,8,NA,NA,117,NA,7.3,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,NA,NA,NA,capelin,female,gravid,NA,tailess,NA,218,
2014,6,8,NA,NA,134,NA,9,capelin,female,spent,NA,snoutless,NA,218,
2014,6,8,NA,NA,132,NA,8.3,capelin,female,spent,NA,snoutless,NA,218,
2014,6,8,NA,NA,155,NA,13.3,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,146,NA,9,capelin,female,spent,NA,headless,NA,218,
2014,6,8,NA,NA,137,NA,9.3,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,140,NA,10.5,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,126,NA,8.5,capelin,female,spent,NA,fresh,NA,218,
2014,6,8,NA,NA,137,NA,13.2,capelin,female,spent,NA,fresh,NA,218,
2014,3,8,NA,NA,125,NA,8,capelin,female,gravid,NA,mouthless,NA,215,
2014,3,8,NA,NA,117,NA,8.5,capelin,female,spent,NA,snoutless,NA,215,
2014,3,8,NA,NA,118,NA,11.5,capelin,female,spent,NA,headless,NA,215,
2014,3,8,NA,NA,121,NA,10,capelin,female,spent,NA,snoutless,NA,215,
2014,3,8,NA,NA,155,NA,11.8,capelin,female,spent,NA,fresh,NA,215,
2014,3,8,NA,NA,166,NA,14,capelin,female,spent,NA,snoutless,NA,215,
2014,3,8,NA,NA,160,NA,15.1,capelin,female,spent,NA,headless,NA,215,
2014,3,8,NA,NA,105,NA,9.5,capelin,female,spent,NA,headless,NA,215,
2014,3,8,NA,NA,NA,NA,15.5,capelin,female,spent,NA,headless,NA,215,
2014,3,8,NA,NA,NA,NA,NA,capelin,unknown,NA,NA,NA,NA,215,
2014,3,8,NA,NA,NA,180,18.3,capelin,female,spent,NA,fresh,NA,215,
2014,3,8,NA,NA,NA,160,15.5,capelin,female,spent,NA,fresh,NA,215,
2014,3,8,NA,NA,NA,129,9.5,capelin,female,spent,NA,snoutless,NA,215,
2014,3,8,NA,NA,NA,125,7.5,capelin,female,spent,NA,sideless,NA,215,
2014,3,8,NA,NA,NA,125,6.5,capelin,female,spent,NA,snoutless,NA,215,
2014,3,8,NA,NA,NA,169,21.5,capelin,female,spent,NA,fresh,NA,215,
2014,3,8,NA,NA,NA,136,10,capelin,female,spent,NA,fresh,NA,215,
2014,3,8,NA,NA,NA,128,7,capelin,female,spent,NA,fresh,NA,215,
